"phylum","class","order","family","genus","species","AphiaID","records","max_year","group","obis","gbif","redlist_category"
"Arthropoda","Malacostraca","Amphipoda","Bateidae","Batea","Batea catharinensis",158032,1,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Bateidae","Batea","Batea cuspidata",410429,1,1994,,TRUE,FALSE,
"Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Caprella danilevskii",101827,1,1981,,TRUE,FALSE,
"Arthropoda","Malacostraca","Amphipoda","Caprellidae","Deutella","Deutella incerta",421581,9,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Caprellidae","Paracaprella","Paracaprella tenuis",160028,2,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Chevaliidae","Chevalia","Chevalia carpenteri",421570,2,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Corophiidae","Laticorophium","Laticorophium baconi",421577,2,1994,,TRUE,FALSE,
"Arthropoda","Malacostraca","Amphipoda","Eriopisidae","Netamelita","Netamelita brocha",421520,1,2003,,TRUE,FALSE,
"Arthropoda","Malacostraca","Amphipoda","Hadziidae","Dulzura","Dulzura schoenerae",490444,3,2004,,TRUE,FALSE,
"Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Cerapus","Cerapus cudjoe",421589,5,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Ericthonius","Ericthonius brasiliensis",102401,19,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Ericthonius","Ericthonius punctatus",102408,1,1995,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Leucothoidae","Anamixis","Anamixis cavatura",421483,2,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Leucothoidae","Leucothoe","Leucothoe spinicarpa",102470,2,2001,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Liljeborgiidae","Idunella","Idunella barnardi",754189,5,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Lysianopsis","Lysianopsis alba",158036,3,2002,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Shoemakerella","Shoemakerella cubensis",421497,17,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Maeridae","Anamaera","Anamaera hixoni",421501,2,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Maeridae","Ceradocus","Ceradocus (Ceradocus) orchestiipes",102791,1,1903,,TRUE,FALSE,
"Arthropoda","Malacostraca","Amphipoda","Maeridae","Ceradocus","Ceradocus shoemakeri",421503,6,1997,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Maeridae","Elasmopus","Elasmopus levis",421508,43,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Maeridae","Elasmopus","Elasmopus pocillimanus",102804,7,2003,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Maeridae","Meximaera","Meximaera diffidentia",534698,1,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Megaluropidae","Gibberosus","Gibberosus myersi",421500,7,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Melitidae","Dulichiella","Dulichiella appendiculata",421504,2,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Melitidae","Melita","Melita elongata",421515,2,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Neomegamphopidae","Neomegamphopus","Neomegamphopus hiatus",421587,1,1997,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Americhelidium","Americhelidium americanum",421529,2,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Photidae","Photis","Photis pugnator",421596,2,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Eobrolgus","Eobrolgus spinosus",158087,14,2001,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Metharpinia","Metharpinia floridana",421534,3,1996,,TRUE,FALSE,
"Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Rhepoxynius","Rhepoxynius epistomus",158146,1,2004,,TRUE,FALSE,
"Arthropoda","Malacostraca","Amphipoda","Platyischnopidae","Eudevenopus","Eudevenopus honduranus",421535,7,1996,,TRUE,FALSE,
"Arthropoda","Malacostraca","Amphipoda","Synopiidae","Metatiron","Metatiron triocellatus",1605413,2,2001,,TRUE,TRUE,
"Arthropoda","Malacostraca","Amphipoda","Unciolidae","Rudilemboides","Rudilemboides naglei",557433,50,2003,,TRUE,TRUE,
"Arthropoda","Malacostraca","Cumacea","Bodotriidae","Cyclaspis","Cyclaspis pustulata",181732,10,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Cumacea","Bodotriidae","Cyclaspis","Cyclaspis unicornis",181764,1,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Cumacea","Bodotriidae","Cyclaspis","Cyclaspis varians",157810,8,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Cumacea","Bodotriidae","Vaunthompsonia","Vaunthompsonia floridana",181889,1,2001,,TRUE,FALSE,
"Arthropoda","Malacostraca","Cumacea","Diastylidae","Oxyurostylis","Oxyurostylis lecroyae",182122,5,2001,,TRUE,TRUE,
"Arthropoda","Malacostraca","Cumacea","Diastylidae","Oxyurostylis","Oxyurostylis smithi",157834,17,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Cumacea","Leuconidae","Leucon","Leucon (Leucon) americanus",157825,4,2000,,TRUE,FALSE,
"Arthropoda","Malacostraca","Cumacea","Nannastacidae","Almyracuma","Almyracuma proximoculi",157809,1,2000,,TRUE,FALSE,
"Arthropoda","Malacostraca","Cumacea","Nannastacidae","Campylaspis","Campylaspis heardi",182408,1,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Cumacea","Nannastacidae","Cumella","Cumella (Cumella) garrityi",182500,17,2004,,TRUE,FALSE,
"Arthropoda","Malacostraca","Decapoda","Aethridae","Hepatus","Hepatus pudibundus",344730,1,2006,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus armillatus",421730,1,1971,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus bouvieri",240846,1,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus estuariensis",421735,1,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus heterochaelis",158348,1150,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Alpheidae","Alpheus","Alpheus normanni",158349,1434,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Ctenochelidae","Dawsonius","Dawsonius latispinus",421828,1,1971,,TRUE,FALSE,
"Arthropoda","Malacostraca","Decapoda","Diogenidae","Areopaguristes","Areopaguristes hummi",520653,2,1994,,TRUE,FALSE,
"Arthropoda","Malacostraca","Decapoda","Diogenidae","Paguristes","Paguristes maclaughlinae",368251,45,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Diogenidae","Paguristes","Paguristes tortugae",368299,1,1994,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Epialtidae","Libinia","Libinia dubia",107335,45,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Epialtidae","Libinia","Libinia erinacea",422007,3,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Epialtidae","Pelia","Pelia mutica",158440,2,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hippolyte","Hippolyte pleuracantha",158360,2863,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hippolyte","Hippolyte zostericola",158361,5321,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Latreutes","Latreutes fucorum",107519,116,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Latreutes","Latreutes parvulus",240877,216,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Tozeuma","Tozeuma carolinense",421784,227,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Inachidae","Metoporhaphis","Metoporhaphis calcarata",421950,3,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Leucosiidae","Persephona","Persephona mediterranea",158443,3,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Menippidae","Menippe","Menippe mercenaria",422070,8,2007,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Mithracidae","Maguimithrax","Maguimithrax spinosissimus",987079,1,1972,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Mithracidae","Omalacantha","Omalacantha bicornuta",878753,2,1994,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Mithracidae","Pitho","Pitho anisodon",422016,3,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Mithracidae","Pitho","Pitho lherminieri",422018,6,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Ogyrididae","Ogyrides","Ogyrides alphaerostris",158368,665,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Ogyrididae","Ogyrides","Ogyrides hayi",421787,13,2007,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus longicarpus",158403,1,1971,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus maclaughlinae",366724,30,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus pollicaris",366751,1,1971,,TRUE,FALSE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Cuapetes","Cuapetes americanus",514508,2475,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Leander","Leander tenuicornis",107612,39,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Macrobrachium","Macrobrachium acanthurus",421685,3,2008,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon floridanus",421689,5,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon mundusnovus",932398,69,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon pugio",932401,170,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon vulgaris",932406,223,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Periclimenes","Periclimenes iridescens",421705,1,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palaemonidae","Urocaris","Urocaris longicaudata",514788,1506,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Palinuridae","Panulirus","Panulirus argus",382891,7,2008,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Dyspanopeus","Dyspanopeus texanus",443955,17,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Eucratopsis","Eucratopsis crassimanus",443940,5,1994,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Eurypanopeus","Eurypanopeus depressus",158416,47,2007,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Eurypanopeus","Eurypanopeus turgidus",422076,1,2005,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Neopanope","Neopanope packardii",422083,81,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Panopeus","Panopeus americanus",422084,4,2005,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Panopeus","Panopeus herbstii",158436,2,2005,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Panopeus","Panopeus lacustris",395018,5,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Panopeus","Panopeus obesus",422085,2,2005,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Panopeus","Panopeus occidentalis",422086,9,2005,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Panopeus","Panopeus simpsoni",422088,20,2005,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Panopeidae","Rhithropanopeus","Rhithropanopeus harrisii",107414,9,2005,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Penaeidae","Penaeus","Penaeus duorarum",246391,7522,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Penaeidae","Rimapenaeus","Rimapenaeus constrictus",158340,241,2009,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Pinnixulala","Pinnixulala retinens",1264347,1,1996,,TRUE,FALSE,
"Arthropoda","Malacostraca","Decapoda","Pinnotheridae","Tubicolixa","Tubicolixa chaetopterana",1424673,1,2001,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Euceramus","Euceramus praelongus",421863,5,2001,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Petrolisthes","Petrolisthes armatus",396707,1,1994,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Petrolisthes","Petrolisthes galathinus",421875,7,2006,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Polyonyx","Polyonyx gibbesi",158406,2,1971,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Achelous","Achelous anceps",1587863,3,2005,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Achelous","Achelous gibbesii",557883,9,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Achelous","Achelous ordwayi",451838,25,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Achelous","Achelous spinicarpus",557889,1,1972,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Achelous","Achelous spinimanus",456069,1,2005,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Callinectes","Callinectes ornatus",158053,14,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Callinectes","Callinectes sapidus",107379,52,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Callinectes","Callinectes similis",158055,13,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Portunidae","Portunus","Portunus sayi",1061759,3,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Processidae","Ambidexter","Ambidexter symmetricus",421788,2,1995,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Processidae","Nikoides","Nikoides schmitti",421789,2,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Processidae","Processa","Processa bermudensis",211161,258,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Processidae","Processa","Processa fimbriata",421790,35,2010,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Processidae","Processa","Processa hemphilli",421792,1,2003,,TRUE,FALSE,
"Arthropoda","Malacostraca","Decapoda","Sicyoniidae","Sicyonia","Sicyonia typica",377654,37,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Solenoceridae","Hadropenaeus","Hadropenaeus affinis",240804,1,2000,,TRUE,FALSE,
"Arthropoda","Malacostraca","Decapoda","Thoridae","Thor","Thor amboinensis",107534,1,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Decapoda","Thoridae","Thor","Thor floridanus",421783,9577,2011,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Aegidae","Rocinela","Rocinela signata",256479,1,1939,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Anthuridae","Amakusanthura","Amakusanthura magnifica",255365,28,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Anthuridae","Cyathura","Cyathura polita",157847,3,2001,,TRUE,FALSE,
"Arthropoda","Malacostraca","Isopoda","Anthuridae","Indanthura","Indanthura caribbica",260807,1,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Anthuridae","Mesanthura","Mesanthura floridensis",258334,5,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Anthuridae","Ptilanthura","Ptilanthura tenuis",157908,1,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Bopyridae","Capitetragonia","Capitetragonia alphei",866857,1,1965,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Bopyridae","Eophrixus","Eophrixus subcaudalis",255228,1,1931,,TRUE,FALSE,
"Arthropoda","Malacostraca","Isopoda","Bopyridae","Loki","Loki circumsaltanus",261047,1,1964,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Bopyridae","Metaphrixus","Metaphrixus carolii",261197,1,1964,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Cirolanidae","Cirolana","Cirolana parva",220697,4,1997,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Cirolanidae","Eurydice","Eurydice convexa",256597,1,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Corallanidae","Excorallana","Excorallana tricornis",260378,1,1939,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Holognathidae","Cleantioides","Cleantioides planicauda",259812,5,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Hyssuridae","Xenanthura","Xenanthura brevitelson",258295,21,2003,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Idoteidae","Edotia","Edotia lyonsi",257851,6,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Idoteidae","Edotia","Edotia triloba",157885,10,1996,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Idoteidae","Erichsonella","Erichsonella attenuata",157887,16,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Idoteidae","Erichsonella","Erichsonella filiformis",157888,3,2002,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Idoteidae","Erichsonella","Erichsonella floridana",257860,5,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Janiridae","Carpias","Carpias algicola",216037,3,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Leptanthuridae","Accalathura","Accalathura crenulata",258458,1,2003,,TRUE,FALSE,
"Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Harrieta","Harrieta faxoni",260565,7,2000,,TRUE,FALSE,
"Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Paracerceis","Paracerceis caudata",261817,17,2004,,TRUE,TRUE,
"Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Sphaeroma","Sphaeroma quadridentatum",157912,2,1939,,TRUE,TRUE,
"Arthropoda","Malacostraca","Mysida","Mysidae","Chlamydopleon","Chlamydopleon dissimile",432375,2,1997,,TRUE,TRUE,
"Arthropoda","Malacostraca","Mysida","Mysidae","Taphromysis","Taphromysis bowmani",226310,1,1995,,TRUE,TRUE,
"Arthropoda","Malacostraca","Stomatopoda","Pseudosquillidae","Pseudosquilla","Pseudosquilla ciliata",210232,1,1995,,TRUE,TRUE,
"Arthropoda","Malacostraca","Stomatopoda","Squillidae","Squilla","Squilla rugosa",409357,1,1980,,TRUE,TRUE,
"Arthropoda","Malacostraca","Tanaidacea","Kalliapseudidae","Mesokalliapseudes","Mesokalliapseudes bahamensis",247177,4,1996,,TRUE,FALSE,
"Arthropoda","Malacostraca","Tanaidacea","Kalliapseudidae","Psammokalliapseudes","Psammokalliapseudes granulosus",247186,5,2000,,TRUE,TRUE,
"Arthropoda","Malacostraca","Tanaidacea","Leptocheliidae","Hargeria","Hargeria rapax",247538,19,2001,,TRUE,TRUE,
"Arthropoda","Malacostraca","Tanaidacea","Leptocheliidae","Leptochelia","Leptochelia forresti",247545,3,1994,,TRUE,TRUE,
"Arthropoda","Malacostraca","Tanaidacea","Metapseudidae","Hoplopolemius","Hoplopolemius propinquus",884311,7,2000,,TRUE,TRUE,
"Arthropoda","Merostomata","Xiphosurida","Limulidae","Limulus","Limulus polyphemus",150514,4,1971,,TRUE,TRUE,"VU"
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Actinoseta","Actinoseta chelisparsa",421152,1,2004,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Amboleberis","Amboleberis americana",421153,1,2002,,TRUE,FALSE,
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Asteropella","Asteropella maclaughlinae",421155,5,1997,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Asteropella","Asteropella monambon",451018,2,1997,,TRUE,FALSE,
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Asteropella","Asteropella pax",421156,3,1997,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Asteropterygion","Asteropterygion oculitristis",421158,25,2003,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Parasterope","Parasterope muelleri",127705,8,1996,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Parasterope","Parasterope pollex",421159,25,2003,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Synasterope","Synasterope setispara",451176,1,2004,,TRUE,FALSE,
"Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Synasterope","Synasterope setisparsa",796836,4,1997,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Cypridinidae","Paracypridina","Paracypridina floridaensis",421165,3,2003,,TRUE,FALSE,
"Arthropoda","Ostracoda","Myodocopida","Cypridinidae","Skogsbergia","Skogsbergia lerneri",421167,2,2004,,TRUE,FALSE,
"Arthropoda","Ostracoda","Myodocopida","Philomedidae","Harbansus","Harbansus paucichelatus",451202,18,2004,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Philomedidae","Pseudophilomedes","Pseudophilomedes ambon",421172,9,1997,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Philomedidae","Pseudophilomedes","Pseudophilomedes polyancistra",793984,3,1996,,TRUE,FALSE,
"Arthropoda","Ostracoda","Myodocopida","Rutidermatidae","Rutiderma","Rutiderma darbyi",421180,24,2003,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Rutidermatidae","Rutiderma","Rutiderma gyre",421181,1,2004,,TRUE,FALSE,
"Arthropoda","Ostracoda","Myodocopida","Rutidermatidae","Rutiderma","Rutiderma mollitum",421184,1,2004,,TRUE,FALSE,
"Arthropoda","Ostracoda","Myodocopida","Sarsiellidae","Eusarsiella","Eusarsiella absens",451352,6,1997,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Sarsiellidae","Eusarsiella","Eusarsiella childi",421187,11,1997,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Sarsiellidae","Eusarsiella","Eusarsiella cresseyi",421188,4,1997,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Sarsiellidae","Eusarsiella","Eusarsiella disparalis",421191,16,1997,,TRUE,TRUE,
"Arthropoda","Ostracoda","Myodocopida","Sarsiellidae","Eusarsiella","Eusarsiella elofsoni",421192,2,2004,,TRUE,TRUE,
